character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,deck,tags
喇,flared horn,2584,2652,,lā: (onomat.) | lǎ: (phonetic),mouth + bundle + saber,⿰ (left-right),⿰口剌,"口 = mouth, 束 = bundle up (alias: bundle), 刀 = sword (alias: saber)",RSH RTH,RSH2::L42 RTH2::L42
喉,gullet / throat,2567,2636,2164,"hóu: throat, larynx, appears as phonetic ho, especially in words taken from Sanskrit",mouth + marquis,⿰ (left-right),⿰口侯,"口 = mouth, 侯 = marquis",RSH RTH RTK,RSH2::L41 RTH2::L41 RTK3v2::CH02
喊,yell,1638,1666,,"hǎn: to yell, to shout, to call out for (a person)",mouth + salty,⿰ (left-right),⿰口咸,"口 = mouth, 咸 = salty",RSH RTH,RSH2::L16 RTH2::L16
喘,wheeze,2162,2233,,"chuǎn: to gasp, to pant, asthma",mouth + prospector,⿰ (left-right),⿰口耑,"口 = mouth, 耑 = prospector",RSH RTH,RSH2::L30 RTH2::L30
喜,joyful / rejoice,1072,1137,1445,"xǐ: to be fond of, to like, to enjoy, to be happy",drum + mouth,⿱ (top-bottom),⿱壴口,"壴 = drum, 口 = mouth",RSH RTH RTK,RSH1::L37 RTH1::L37 RTK1v5::L38
喝,drink / hoarse,791,851,454,"hē: to drink, My goodness! | hè: to shout loudly",mouth + siesta,⿰ (left-right),⿰口曷,"口 = mouth, 曷 = siesta",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK1v5::L18
喧,boisterous / clamor,1538,1560,2163,"xuān: clamor, noise, deceitful",mouth + proclaim,⿰ (left-right),⿰口宣,"口 = mouth, 宣 = proclaim (alias: sunrise, sunset)",RSH RTH RTK,RSH2::L09 RTH2::L09 RTK3v2::CH02
喬,pretend / heaven-high,405,,2104,qiáo: tall,die young + mouth + glass cover + mouth,⿱ (top-bottom),⿱呑冋,"夭 = die young, 口 = mouth, 冂 = hood (alias: glass cover)",RTH RTK,RTH1::L18 RTK3v2::CH01 primitive
喷,spurt,,1873,,"pēn: to puff, to spout, to spray, to spurt | pèn: fragrant",mouth + local-yokel chowder,⿰ (left-right),⿰口贲,"口 = mouth, 贲 = local-yokel chowder",RSH,RSH2::L22
喻,figure of speech,1601,1628,,"yù: to describe sth as, an analogy, a simile, a metaphor",slaughterhouse + mouth,⿰ (left-right),⿰口俞,"俞 = slaughterhouse, 口 = mouth",RSH RTH,RSH2::L13 RTH2::L13
喿,wood pulp,,,,sào: chirping of birds,goods + tree,⿱ (top-bottom),⿱品木,"品 = goods, 木 = tree (alias: wood, pole, wooden pole)",,primitive
嗅,sniff,1570,1593,3008,"xiù: to smell, to sniff, to nose",mouth + stinking,⿰ (left-right),⿰口臭,"口 = mouth, 臭 = stinking",RSH RTH RTK,RSH2::L11 RTH2::L11 RTK1v5::Sup.
嗓,voicebox,1842,2752,,"sǎng: throat, voice",mouth + mulberry tree,⿰ (left-right),⿰口桑,"口 = mouth, 桑 = mulberry tree",RSH RTH,RSH2::L46 RTH2::L22
嗜,hanker,2231,2296,,"shì: addicted to, fond of, stem corresponding to -phil or -phile",mouth + old man + tongue wagging in the mouth,⿰ (left-right),⿰口耆,"口 = mouth, 老 = old man (alias: Santa Claus), 日 = day (alias: tongue wagging in the mouth)",RSH RTH,RSH2::L33 RTH2::L33
嗡,buzzing,,1951,,"wēng: onomat. buzz, hum, drone",mouth + elderly man,⿰ (left-right),⿰口翁,"口 = mouth, 翁 = elderly man",RSH,RSH2::L23
嗯,huh,,,,,mouth + kindness,⿰ (left-right),⿰口恩,"口 = mouth, 恩 = kindness",,
嗽,hack,2585,2653,,sòu: cough,mouth + bundle + yawn,⿰ (left-right),⿰口欶,"口 = mouth, 束 = bundle up (alias: bundle), 欠 = lack (alias: yawn)",RSH RTH,RSH2::L42 RTH2::L42
嘉,commend / applaud,2415,2483,2852,"jiā: excellent, auspicious",drum + add,⿱ (top-bottom),⿱壴加,"壴 = drum, 加 = add",RSH RTH RTK,RSH2::L37 RTH2::L37 RTK3v2::CH03
嘎,caw,1633,1661,,gá: cackling sound,mouth + ceiling + nostrils + fiesta,⿰ (left-right),⿰口戛,"口 = mouth, 一 = one (alias: ceiling), 自 = oneself (alias: nostrils), 戈 = halberd (alias: fiesta)",RSH RTH,RSH2::L16 RTH2::L16
嘛,(pause marker),1751,1785,,"ma: modal particle indicating that sth is obvious, particle indicating a pause for emphasis",mouth + hemp,⿰ (left-right),⿰口麻,"口 = mouth, 麻 = hemp",RSH RTH,RSH2::L21 RTH2::L21
嘱,admonish / entrust,,2956,1954,"zhǔ: to enjoin, to implore, to urge",mouth + belong to,⿰ (left-right),⿰口属,"口 = mouth, 属 = belong to",RSH RTK,RSH2::L55 RTK1v5::L53
嘲,ridicule / derision,49,50,2155,"cháo: to ridicule, to mock | zhāo: see 嘲哳, onomat., twitter, twittering sound",mouth + dynasty,⿰ (left-right),⿰口朝,"口 = mouth, 朝 = dynasty",RSH RTH RTK,RSH1::L03 RTH1::L03 RTK3v2::CH02
嘴,orifice,1317,1365,,"zuǐ: mouth, beak, nozzle, spout (of teapot etc)",mouth + this (literary) + safe,⿰ (left-right),⿰口觜,"口 = mouth, 此 = this (literary), 角 = angle (alias: safe)",RSH RTH,RSH1::L47 RTH1::L47
嘶,hoarse,2671,2738,,"sī: hiss, neigh, Ss! (sound of air sucked between the teeth, indicating hesitation or thinking over)",mouth + Sphinx,⿰ (left-right),⿰口斯,"口 = mouth, 斯 = Sphinx",RSH RTH,RSH2::L45 RTH2::L45
嘻,giggling,2416,2482,,"xī: laugh, giggle",mouth + joyful,⿰ (left-right),⿰口喜,"口 = mouth, 喜 = joyful",RSH RTH,RSH2::L37 RTH2::L37
嘿,Hey!,1536,1552,,hēi: hey,mouth + black,⿰ (left-right),⿰口黑,"口 = mouth, 黑 = black",RSH RTH,RSH2::L09 RTH2::L09
器,utensil,230,249,121,"qì: device, tool, utensil, CL:臺|台[tái]",chihuahua + mouth,⿳ (top-mid-bottom),⿳吅犬吅,"犬 = pooch (alias: chihuahua), 口 = mouth",RSH RTH RTK,RSH1::L11 RTH1::L11 RTK1v5::L07
噩,shocking,1582,1608,,è: startling,king + mouth,⿻ (overlaid),⿻王㗊,"王 = king (alias: scepter), 口 = mouth",RSH RTH,RSH2::L12 RTH2::L12
噪,chirping,2262,2331,,"zào: the chirping of birds or insects, noise, clamor, buzzing",mouth + wood pulp + tree,⿰ (left-right),⿰口喿,"口 = mouth, 喿 = wood pulp, 木 = tree (alias: wood, pole, wooden pole)",RSH RTH,RSH2::L33 RTH2::L33
嚣,hubbub,,1510,,xiāo: clamor,mouth + head,⿳ (top-mid-bottom),⿳吅页吅,"口 = mouth, 页 = page (alias: head)",RSH,RSH2::L04
嚷,cry out,2501,2562,,"rǎng: to blurt out, to shout",mouth + pigeon coop,⿰ (left-right),⿰口襄,"口 = mouth, 襄 = aid (alias: pigeon coop)",RSH RTH,RSH2::L38 RTH2::L38
嚼,chew,2443,2510,,"jiáo: to chew, also pr. [jué]",mouth + upper crust,⿰ (left-right),⿰口爵,"口 = mouth, 爵 = upper crust",RSH RTH,RSH2::L37 RTH2::L37
囊,sack,2677,2744,,"náng: sack, purse, pocket (for money)",pigeon coop + purse + crown + top hat,⿱ (top-bottom),⿱{38}𱔞,"襄 = aid (alias: pigeon coop), 𠀐 = purse, 冖 = crown, 亠 = top hat",RSH RTH,RSH2::L45 RTH2::L45
囗,pent in,,,,wéi: enclosure,,,囗,,,primitive
囚,prisoner / captured,737,2089,1018,qiú: prisoner,pent in + person,⿴ (surround),⿴囗人,"囗 = pent in, 人 = person",RSH RTH RTK,RSH2::L26 RTH1::L26 RTK1v5::L27
四,four,4,4,4,"sì: four, 4",mouth + human legs,⿴ (surround),⿴囗⿰丿㇄,"口 = mouth, 儿 = youngster (alias: human legs)",RSH RTH RTK,RSH1::L01 RTH1::L01 RTK1v5::L01
回,return / -times,520,554,586,"huí: to circle, to go back, to turn around, to answer",pent in + mouth,⿴ (surround),⿴囗口,"囗 = pent in, 口 = mouth",RSH RTH RTK,RSH1::L21 RTH1::L21 RTK1v5::L22
囟,Farmer’s Almanac,,,,xìn: fontanel (gap between the bones of an infant's skull),sheaf,⿱ (top-bottom),⿱㇒龱,㐅 = sheaf,,primitive
因,cause,518,551,583,"yīn: cause, reason, because",pent in + St. Bernard dog,⿴ (surround),⿴囗大,"囗 = pent in, 大 = large (alias: St. Bernard dog)",RSH RTH RTK,RSH1::L21 RTH1::L21 RTK1v5::L22
团,troupe,,622,,"tuán: regiment, round, circular, group",pent in + genie,⿴ (surround),⿴囗才,"囗 = pent in, 才 = genius (alias: genie)",RSH,RSH1::L22
囧与－一,slingshot,,,,,bow,,,弓 = bow,,primitive
囧与－丨一,pointed tail,,,,,,,,,,primitive
囧丧－十－丷,barrette,,,,,,,,,,primitive
囧介－𠆢,crutches,,,,,,,,,,primitive
囧以－丶人,plow,,,,,,,,,,primitive
囧会－亼,wall,,,,,elbow + ceiling,,,"厶 = elbow, 一 = one (alias: ceiling)",,primitive
囧侯－亻－矢,key,,,,,,,,,,primitive
囧充－儿,infant,,,,,wall + a drop of,,,"囧会－亼 = wall, 丶 = a drop of (alias: eyedropper)",,primitive
囧具－目,tool,,,,,animal legs,,,囧只－口 = animal legs,,primitive
囧冂,belt,,,,,towel,,,巾 = towel,,primitive
囧冖＋巾,apron,,,,,towel + crown,,,"巾 = towel, 冖 = crown",,primitive
囧勾,cast,,,,,bound up + elbow,,,"勹 = bound up, 厶 = elbow",,primitive
囧印－卩,staples,,,,,,,,,,primitive
囧受－又,birdhouse,,,,,claw + house,,,"爪 = claw (alias: vulture), 宀 = house",,primitive
囧只－口,animal legs,,,,,eight,,,八 = eight,,primitive
囧史－口,tucked under the arm,,,,,,,,,,primitive
囧周－冂,lidded crock,,,,,soil + mouth,,,"土 = soil (alias: ground, dirt, land), 口 = mouth",,primitive
囧因,dog kennel,,,,,pent in + St. Bernard dog,,,"囗 = pent in, 大 = large (alias: St. Bernard dog)",,primitive
囧坚－圣,fencing foil,,,,,,,,,,primitive
囧垂－一－一,silage,,,,,,,,,,primitive
囧奉－𡗗,cornstalk,,,,,bushes,,,丰 = plentiful (alias: bushes),,primitive
囧学－子,schoolhouse,,,,,,,,,,primitive
囧家,flophouse,,,,,house,,,宀 = house,,primitive
囧尴－监,Frankenbowser,,,,,St. Bernard dog,,,大 = large (alias: St. Bernard dog),,primitive
囧差－工,wool,,,,,sheep,,,羊 = sheep,,primitive
囧席－巾,caverns,,,,,cave + twenty,,,"广 = extensive (alias: cave), 廿 = twenty",,primitive
囧应－广,owl,,,,,,,,,,primitive
囧我,miser,,,,,I,,,我 = I,,primitive
囧施－也,banner,,,,,compass + reclining,,,"方 = direction (alias: compass), 𠂉 = reclining (alias: lying (down))",,primitive
囧旁,Magellan,,,,,side,,,旁 = side,,primitive
囧昔－日,salad,,,,,flower,,,艹 = flower,,primitive
囧曹,cadet,,,,,one + bent + day,,,"一 = one (alias: floor, ceiling), 曲 = bent, 日 = day (alias: sun, tongue wagging in the mouth)",,primitive
囧毒－母,grow up,,,,,,,,,,primitive
囧泽－氵,scarecrow,,,,,,,,,,primitive
囧浸－氵,dunce,,,,,broom + crown + crotch,,,"彐 = broom, 冖 = crown, 又 = again (alias: crotch)",,primitive
囧率－玄－十,sparkler,,,,,,,,,,primitive
囧甚,Hercules,,,,,tremendously,,,甚 = tremendously,,primitive
囧登,stepladder,,,,,ascend,,,登 = ascend,,primitive
囧眷－目,quarter,,,,,half,,,半 = half,,primitive
囧粱－米,decapitation,,,,,water + sword + a drop of,,,"水 = water (alias: snowflake), 刀 = sword (alias: dagger, saber), 丶 = a drop of (alias: eyedropper)",,primitive
囧索－糸,chapel,,,,,house,,,宀 = house,,primitive
囧舆－车,zipper,,,,,tool + staples,,,"囧具－目 = tool, 囧印－卩 = staples",,primitive
囧船－舟,belch,,,,,wind + mouth,,,"几 = how many? (alias: wind), 口 = mouth",,primitive
囧节－艹,chop,,,,,,,,,,primitive
囧若,Disneyland,,,,,as if,,,若 = as if,,primitive
囧荣－木,greenhouse,,,,,house + flower,,,"宀 = house, 艹 = flower",,primitive
囧贸－贝,letter opener,,,,,stamp + dagger,,,"卩 = stamp, 刀 = sword (alias: dagger)",,primitive
囧赏－贝,outhouse,,,,,small + mouth,,,"小 = small, 口 = mouth",,primitive
囧赛－贝,hamster cage,,,,,house + wire mesh + animal legs,,,"宀 = house, 𠀎 = wire mesh, 囧只－口 = animal legs",,primitive
囧走－十,mending,,,,,correct,,,正 = correct,,primitive
囧载－车,Thanksgiving,,,,,land + fiesta,,,"土 = soil (alias: land), 戈 = halberd (alias: fiesta)",,primitive
囧那－阝,razor wire,,,,,dagger,,,刀 = sword (alias: dagger),,primitive
囧酱－酉,chocolate turtle,,,,,turtle + evening,,,"兆 = portent (alias: turtle), 夕 = evening",,primitive
囧鉴－金,bullfighter,,,,,,,,,,primitive
囧阝,city walls,,,,,pinnacle,,,阝 = pinnacle,,primitive
囧高,Eiffel Tower,,,,,,,,,,primitive
园,park,,553,,"yuán: land used for growing plants, site used for public recreation",pent in + beginning,⿴ (surround),⿴囗元,"囗 = pent in, 元 = beginning",RSH,RSH1::L21
困,trapped / quandary,514,547,579,"kùn: to trap, to surround, hard-pressed, stranded",pent in + tree,⿴ (surround),⿴囗木,"囗 = pent in, 木 = tree (alias: wood, pole, wooden pole)",RSH RTH RTK,RSH1::L21 RTH1::L21 RTK1v5::L22
囱,GPS,,,,chuāng: variant of 窗[chuāng] | cōng: chimney,walking legs,⿱ (top-bottom),⿱㇒⿴囗夊,夂 = walking legs,,primitive
围,surround,,1230,,"wéi: to encircle, to surround, all around, to wear by wrapping around (scarf, shawl)",pent in + briar patch,⿴ (surround),⿴囗韦,"囗 = pent in, 韦 = tanned hide (alias: briar patch)",RSH,RSH1::L39
固,solid / harden,515,548,580,"gù: hard, strong, solid, sure",pent in + ancient,⿴ (surround),⿴囗古,"囗 = pent in, 古 = ancient",RSH RTH RTK,RSH1::L21 RTH1::L21 RTK1v5::L22
国,country,,549,581,"guó: country, nation, state, national",pent in + jade,⿴ (surround),⿴囗玉,"囗 = pent in, 玉 = jade (alias: jewel, ball)",RSH RTK,RSH1::L21 RTK1v5::L22
图,picture,,555,,"tú: diagram, picture, drawing, chart",pent in + winter,⿴ (surround),⿴囗冬,"囗 = pent in, 冬 = winter",RSH,RSH1::L21
圆,round,,550,,"yuán: circle, round, circular, spherical",pent in + employee,⿴ (surround),⿴囗员,"囗 = pent in, 员 = employee",RSH,RSH1::L21
圈,circle,2381,2449,,"quān: circle, ring, loop, classifier for loops, orbits, laps of race etc | juān: to confine, to lock up, to pen in | juàn: pen (pig), a fold",pent in + exam paper,⿴ (surround),⿴囗卷,"囗 = pent in, 卷 = exam paper",RSH RTH,RSH2::L36 RTH2::L36
土,soil,147,158,150,"tǔ: earth, dust, clay, local | Tǔ: Tu (ethnic group), surname Tu",floor + walking stick + floor,⿱ (top-bottom),⿱十一,"一 = one (alias: floor), 丨 = walking stick",RSH RTH RTK,RSH1::L08 RTH1::L08 RTK1v5::L08 primitive
圣,holy,,634,,"shèng: holy, sacred, saint, sage",right hand + soil,⿱ (top-bottom),⿱又土,"又 = again (alias: right hand), 土 = soil (alias: ground, dirt, land)",RSH,RSH1::L22
在,at / exist,581,624,685,"zài: (located) at, (to be) in, to exist, in the middle of doing sth",genie in the bottle + soil,⿸ (top-left-wrap),⿸{57}土,"才 = genius (alias: genie in the bottle), 土 = soil (alias: ground, dirt, land)",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
圭,squared jewel,,,155,,soil,⿱ (top-bottom),⿱土土,"土 = soil (alias: ground, dirt, land)",RTK,RTK1v5::L08 primitive
地,ground,478,507,515,"dì: earth, ground, field, place | de: -ly, structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct",soil + scorpion,⿰ (left-right),⿰土也,"土 = soil (alias: ground, dirt, land), 也 = also (alias: scorpion)",RSH RTH RTK,RSH1::L20 RTH1::L20 RTK1v5::L21
场,site,,526,,"cháng: threshing floor, classifier for events and happenings: spell, episode, bout | chǎng: large place used for a specific purpose, stage, scene (of a play), classifier for sporting or recreational activities",soil + piglets,⿰ (left-right),⿰土𠃓,"土 = soil (alias: ground, dirt, land), 𠃓 = piglets",RSH,RSH1::L20
圾,trash,1839,1880,,"jī: see 垃圾[lā jī], Taiwan pr. [sè]",soil + outstretched hands,⿰ (left-right),⿰土及,"土 = soil (alias: ground, dirt, land), 及 = catch up with (alias: outstretched hands)",RSH RTH,RSH2::L22 RTH2::L22
址,address,1640,1670,,"zhǐ: location, site",soil + footprint,⿰ (left-right),⿰土止,"土 = soil (alias: ground, dirt, land), 止 = stop (alias: footprint)",RSH RTH,RSH2::L17 RTH2::L17
均,equal / level,148,159,160,"jūn: equal, even, all, uniform",soil + uniform + land,⿰ (left-right),⿰土匀,"土 = soil (alias: ground, dirt, land), 匀 = uniform",RSH RTH RTK,RSH1::L08 RTH1::L08 RTK1v5::L08
坊,workshop / boy,1698,1728,492,"fāng: lane (usually as part of a street name), memorial archway | fáng: workshop, mill",soil + compass,⿰ (left-right),⿰土方,"土 = soil (alias: ground, dirt, land), 方 = direction (alias: compass)",RSH RTH RTK,RSH2::L19 RTH2::L19 RTK1v5::L19
坎,hump,1687,1717,,"kǎn: pit, threshold, one of the Eight Trigrams 八卦[bā guà], symbolizing water, ☵",soil + yawn,⿰ (left-right),⿰土欠,"土 = soil (alias: ground, dirt, land), 欠 = lack (alias: yawn)",RSH RTH,RSH2::L18 RTH2::L18
坏,bad,,995,,"huài: bad, spoiled, broken, to break down",soil + no symbol,⿰ (left-right),⿰土不,"土 = soil (alias: ground, dirt, land), 不 = no (alias: no symbol)",RSH,RSH1::L31
坐,sit / sitting in meditation,785,848,2844,"zuò: to sit, to take a seat, to take (a bus, airplane etc), to bear fruit",assembly line + soil,⿻ (overlaid),⿻从土,"从 = follow (alias: assembly line), 土 = soil (alias: ground, dirt, land)",RSH RTH RTK,RSH1::L26 RTH1::L26 RTK3v2::CH03
坑,pit,295,323,306,"kēng: hole, pit, tunnel, to defraud",whirlwind + soil,⿰ (left-right),⿰土亢,"亢 = whirlwind, 土 = soil (alias: ground, dirt, land)",RSH RTH RTK,RSH1::L14 RTH1::L14 RTK1v5::L14
块,lump,,1277,,"kuài: lump (of earth), chunk, piece, classifier for pieces of cloth, cake, soap etc",soil + guillotine,⿰ (left-right),⿰土夬,"土 = soil (alias: ground, dirt, land), 夬 = guillotine",RSH,RSH1::L41
坚,firm,,1013,,"jiān: strong, solid, firm, unyielding",fencing foil + again + soil,⿱ (top-bottom),⿱𰀡土,"囧坚－圣 = fencing foil, 又 = again (alias: right hand, crotch), 土 = soil (alias: ground, dirt, land)",RSH,RSH1::L32 primitive
坛,altar,,1693,,"tán: altar, earthen jar",soil + rising cloud,⿰ (left-right),⿰土云,"土 = soil (alias: ground, dirt, land), 云 = cloud (alias: rising cloud)",RSH,RSH2::L18
坝,dam,,1540,,"bà: dam, dike, embankment, CL:條|条[tiáo]",soil + shellfish,⿰ (left-right),⿰土贝,"土 = soil (alias: ground, dirt, land), 贝 = shellfish (alias: shells, oyster, clam)",RSH,RSH2::L08
坟,tomb,,2713,,"fén: grave, tomb, CL:座[zuò], embankment",soil + Highlander,⿰ (left-right),⿰土文,"土 = soil (alias: ground, dirt, land), 文 = literature (alias: Highlander)",RSH,RSH2::L44
坠,plunge,,1070,,"zhuì: to fall, to drop, to weigh down",team + ground,⿱ (top-bottom),⿱队土,"队 = team, 土 = soil (alias: ground)",RSH,RSH1::L34
坡,slope,1901,1960,,"pō: slope, CL:個|个[gè], sloping, slanted",soil + covering,⿰ (left-right),⿰土皮,"土 = soil (alias: ground, dirt, land), 皮 = covering",RSH RTH,RSH2::L24 RTH2::L24
坤,female / autochthonous,2113,2175,2184,"kūn: one of the Eight Trigrams 八卦[bā guà], symbolizing earth, female principle, ☷",soil + monkey,⿰ (left-right),⿰土申,"土 = soil (alias: ground, dirt, land), 申 = express (alias: monkey)",RSH RTH RTK,RSH2::L29 RTH2::L29 RTK3v2::CH02
坦,level / flat,1526,1539,2188,"tǎn: flat, open-hearted, level, smooth",soil + daybreak,⿰ (left-right),⿰土旦,"土 = soil (alias: ground, dirt, land), 旦 = daybreak",RSH RTH RTK,RSH2::L08 RTH2::L08 RTK3v2::CH02
坪,level ground / two-mat area,1105,1164,1486,píng: a plain,ground + water lily,⿰ (left-right),⿰土平,"土 = soil (alias: ground), 平 = even (alias: water lily)",RSH RTH RTK,RSH1::L38 RTH1::L38 RTK1v5::L39
垂,droop,1183,1243,1582,"chuí: to hang (down), droop, dangle, bend down",porter + silage,⿱ (top-bottom),⿱⿻千龷一,"壬 = porter, 囧垂－一－一 = silage",RSH RTH RTK,RSH1::L39 RTH1::L39 RTK1v5::L40
垃,garbage,1671,1700,,"lā: see 垃圾[lā jī], Taiwan pr. [lè]",soil + vase,⿰ (left-right),⿰土立,"土 = soil (alias: ground, dirt, land), 立 = standing up (alias: vase)",RSH RTH,RSH2::L18 RTH2::L18
垄,raised path between fields,,2932,,"lǒng: ridge between fields, row of crops, grave mound",land + dragon,⿱ (top-bottom),⿱龙土,"土 = soil (alias: land), 龙 = dragon",RSH,RSH2::L54
型,mold,577,619,680,"xíng: model, type (e.g. blood type)",punishment + soil,⿱ (top-bottom),⿱刑土,"刑 = punishment, 土 = soil (alias: ground, dirt, land)",RSH RTH RTK,RSH1::L22 RTH1::L22 RTK1v5::L23
垒,baseball base,,1907,,"lěi: rampart, base (in baseball), to build with stones, bricks etc",elbow + soil,⿱ (top-bottom),⿱厽土,"厶 = elbow, 土 = soil (alias: ground, dirt, land)",RSH,RSH2::L22
垦,reclaim,,2505,,"kěn: to reclaim (land), to cultivate",silver + soil,⿱ (top-bottom),⿱艮土,"艮 = silver, 土 = soil (alias: ground, dirt, land)",RSH,RSH2::L37
垫,pad,,1840,,"diàn: pad, cushion, mat, to pad out",clench + soil,⿱ (top-bottom),⿱执土,"执 = clench, 土 = soil (alias: ground, dirt, land)",RSH,RSH2::L22
垮,collapse,2877,2289,,"kuǎ: to collapse, to break or wear down, to defeat",soil + brag,⿰ (left-right),⿰土夸,"土 = soil (alias: ground, dirt, land), 夸 = brag",RSH RTH,RSH2::L32 RTH2::L53
埃,fine dust,2206,2259,,"āi: dust, dirt, Angstrom or Ångström, unit of length equal to 10^-10 meters, phonetic ai or e",soil + crossbow,⿰ (left-right),⿰土矣,"土 = soil (alias: ground, dirt, land), 矣 = crossbow",RSH RTH,RSH2::L32 RTH2::L32
埋,bury,171,181,179,mái: to bury | mán: to blame,ground + computer + dirt,⿰ (left-right),⿰土里,"土 = soil (alias: ground), 里 = li (alias: computer)",RSH RTH RTK,RSH1::L09 RTH1::L09 RTK1v5::L09
城,city / castle,342,369,362,"chéng: city walls, city, town, CL:座[zuò],道[dào],個|个[gè]",dirt + turn into,⿰ (left-right),⿰土成,"土 = soil (alias: dirt), 成 = turn into",RSH RTH RTK,RSH1::L16 RTH1::L16 RTK1v5::L16
域,domain / range,1634,1662,356,"yù: field, region, area, domain (taxonomy)",land + or,⿰ (left-right),⿰土或,"土 = soil (alias: land), 或 = or",RSH RTH RTK,RSH2::L16 RTH2::L16 RTK1v5::L16
培,cultivate,448,483,477,"péi: to cultivate, to earth up",muzzle + soil,⿰ (left-right),⿰土咅,"咅 = muzzle, 土 = soil (alias: ground, dirt, land)",RSH RTH RTK,RSH1::L19 RTH1::L19 RTK1v5::L19
基,base / fundamentals,1289,1339,1767,"jī: base, foundation, basic, radical (chemistry)",hamper + soil,⿱ (top-bottom),⿱其土,"其 = his-hers-its-theirs (alias: hamper), 土 = soil (alias: ground, dirt, land)",RSH RTH RTK,RSH1::L45 RTH1::L45 RTK1v5::L46
堂,main room / public chamber,655,706,798,"táng: (main) hall, large room for a specific purpose, relationship between cousins etc on the paternal side of a family, of the same clan",outhouse + soil,⿱ (top-bottom),⿱𫩠土,"囧赏－贝 = outhouse, 土 = soil (alias: ground, dirt, land)",RSH RTH RTK,RSH1::L24 RTH1::L24 RTK1v5::L25
堅,firm / strict,686,,853,"jiān: strong, solid, firm, unyielding",box + walking stick + {50} + walking stick + right hand + floor + walking stick + floor,⿱ (top-bottom),⿱臤土,"匚 = box, 丨 = walking stick, 又 = again (alias: right hand), 一 = one (alias: floor)",RTH RTK,RTH1::L24 RTK1v5::L25 primitive
堆,pile / piled high,1732,1765,2185,"duī: to pile up, to heap up, a mass, pile",soil + turkey,⿰ (left-right),⿰土隹,"土 = soil (alias: ground, dirt, land), 隹 = turkey",RSH RTH RTK,RSH2::L20 RTH2::L20 RTK3v2::CH02
堇,violet,,,,,salad + mouth + grow up,⿱ (top-bottom),⿱廿⿻口龶,"囧昔－日 = salad, 口 = mouth, 囧毒－母 = grow up",,primitive
堡,fort,765,824,,"bǎo: an earthwork, castle, position of defense, stronghold | pù: variant of 鋪|铺, used in place names",safeguard + soil,⿱ (top-bottom),⿱保土,"保 = safeguard, 土 = soil (alias: ground, dirt, land)",RSH RTH,RSH1::L26 RTH1::L26
堤,dike,1645,1673,390,"dī: dike, Taiwan pr. [tí], variant of 堤[dī]",soil + be,⿰ (left-right),⿰土是,"土 = soil (alias: ground, dirt, land), 是 = be",RSH RTH RTK,RSH2::L17 RTH2::L17 RTK1v5::L17
堪,tolerate / withstand,2673,2740,1770,"kān: to endure, may, can",soil + Hercules,⿰ (left-right),⿰土甚,"土 = soil (alias: ground, dirt, land), 囧甚 = Hercules",RSH RTH RTK,RSH2::L45 RTH2::L45 RTK1v5::L46
堯,Yao,166,,,"Yáo: surname Yao, Yao or Tang Yao (c. 2200 BC), one of Five legendary Emperors 五帝, second son of Di Ku 帝嚳|帝喾",floor + walking stick + floor + floor + walking stick + floor + floor + walking stick + floor + floor + drop + hook,⿱ (top-bottom),⿱垚兀,"一 = one (alias: floor), 丨 = walking stick, 丿 = drop, 乚 = second (alias: hook)",RTH,RTH1::L08 primitive
堵,stop up / railing,2237,2306,2192,"dǔ: to stop up, (to feel) stifled or suffocated, wall, classifier for walls",soil + puppet,⿰ (left-right),⿰土者,"土 = soil (alias: ground, dirt, land), 者 = someone (alias: puppet)",RSH RTH RTK,RSH2::L33 RTH2::L33 RTK3v2::CH02
塌,fall down,1745,1775,,"tā: to collapse, to droop, to settle down",soil + sun + wings,⿰ (left-right),⿰土𦐇,"土 = soil (alias: ground, dirt, land), 日 = day (alias: sun), 羽 = feathers (alias: wings)",RSH RTH,RSH2::L20 RTH2::L20
塑,plastic / model,2831,1941,1960,sù: to model (a figure) in clay,mountain goat + moon + soil,⿱ (top-bottom),⿱朔土,"屰 = mountain goat, 月 = month (alias: moon), 土 = soil (alias: ground, dirt, land)",RSH RTH RTK,RSH2::L23 RTH2::L52 RTK1v5::L53
塔,pagoda,247,264,254,"tǎ: pagoda, tower, minaret, stupa (abbr. loanword from Sanskrit tapo)",dirt + flower + fit,⿰ (left-right),⿰土荅,"土 = soil (alias: dirt), 艹 = flower, 合 = fit",RSH RTH RTK,RSH1::L12 RTH1::L12 RTK1v5::L12
塘,pool,2155,2225,,"táng: dyke, embankment, pool or pond, hot-water bathing pool",ground + Tang,⿰ (left-right),⿰土唐,"土 = soil (alias: ground), 唐 = Tang",RSH RTH,RSH2::L30 RTH2::L30
